,action_taken,denial_reason_1,denial_reason_2,denial_reason_3
378113,1,,,
378115,3,7.0,,
378117,1,,,
378121,1,,,
378122,3,6.0,,
378123,3,,,
378125,3,,,
378126,3,4.0,,
378128,3,,,
378129,3,3.0,,
378131,3,9.0,,
378133,2,,,
378135,3,2.0,3.0,
378136,1,,,
378137,3,1.0,,
378140,3,3.0,,
378142,3,3.0,,
378144,1,,,
378145,1,,,
378146,1,,,
378147,3,4.0,,
378148,1,,,
378149,3,3.0,,
378151,3,1.0,2.0,
378152,3,3.0,1.0,
378154,3,,,
378156,3,7.0,,
378159,3,1.0,,
378163,1,,,
378168,3,4.0,,
378170,1,,,
378174,3,7.0,,
378178,3,3.0,1.0,
378182,1,,,
378183,1,,,
378186,3,,,
378188,3,,,
378191,1,,,
378192,1,,,
378194,3,4.0,,
378195,1,,,
378197,3,,,
378201,1,,,
378203,1,,,
378206,3,4.0,6.0,
378208,3,1.0,,
378209,3,4.0,,
378210,1,,,
378213,3,,,
378215,1,,,
378216,3,7.0,,
378219,3,7.0,,
378220,1,,,
378223,2,,,
378226,1,,,
378227,1,,,
378236,1,,,
378241,1,,,
378243,3,1.0,,
378248,1,,,
378249,1,,,
378250,3,4.0,9.0,
378251,1,,,
378252,3,6.0,,
378253,2,,,
378254,1,,,
378255,1,,,
378256,3,1.0,,
378257,2,,,
378259,2,,,
378261,3,4.0,,
378263,1,,,
378265,1,,,
378266,3,3.0,,
378267,3,4.0,,
378268,1,,,
378270,3,2.0,1.0,
378274,3,1.0,,
378276,3,3.0,,
378278,1,,,
378279,3,1.0,3.0,
378281,1,,,
378282,3,1.0,,
378284,1,,,
378286,1,,,
378287,1,,,
378288,1,,,
378291,3,,,
378296,1,,,
378299,1,,,
378301,1,,,
378303,1,,,
378312,2,,,
378313,1,,,
378314,3,,,
378316,3,6.0,1.0,
378319,1,,,
378320,1,,,
378321,5,,,
378323,3,5.0,,
378325,3,7.0,,
378326,1,,,
378327,1,,,
378332,1,,,
378333,2,,,
378335,1,,,
378336,1,,,
378337,3,4.0,,
378339,1,,,
378341,5,,,
378342,1,,,
378343,3,,,
378344,1,,,
378349,3,3.0,,
378350,2,,,
378352,3,1.0,,
378353,3,9.0,,
378357,3,,,
378359,1,,,
378360,3,7.0,,
378361,1,,,
378364,3,1.0,3.0,
378368,3,5.0,,
378377,3,3.0,,
378380,3,9.0,,
378383,3,4.0,9.0,
378385,3,4.0,,
378387,1,,,
378393,3,1.0,,
378395,3,3.0,,
378400,1,,,
378404,3,3.0,,
378405,3,4.0,,
378409,1,,,
378410,1,,,
378412,1,,,
378415,3,4.0,,
378418,3,7.0,,
378423,3,6.0,,
378426,2,,,
378435,1,,,
378436,2,,,
378447,5,,,
378448,1,,,
378451,3,1.0,9.0,
378453,3,,,
378454,3,,,
378455,3,,,
378457,1,,,
378458,2,,,
378460,3,1.0,4.0,9.0
378461,3,4.0,,
378462,1,,,
378466,1,,,
378468,1,,,
378470,3,4.0,9.0,
378471,1,,,
378475,1,,,
378478,3,1.0,,
378479,3,3.0,4.0,
378480,1,,,
378481,3,1.0,9.0,
378482,3,3.0,,
378484,1,,,
378488,3,9.0,,
378489,2,,,
378491,1,,,
378492,1,,,
378495,3,9.0,,
378503,3,7.0,,
378504,1,,,
378505,1,,,
378506,1,,,
378509,5,,,
378510,3,1.0,,
378513,1,,,
378514,1,,,
378515,3,1.0,,
378520,3,9.0,,
378521,3,6.0,1.0,
378522,1,,,
378524,3,7.0,,
378529,1,,,
378531,1,,,
378533,5,,,
378535,2,,,
378538,1,,,
378541,3,,,
378542,5,,,
378544,5,,,
378546,1,,,
378548,1,,,
378549,1,,,
378550,3,1.0,,
378551,1,,,
378553,1,,,
378557,1,,,
378560,3,7.0,,
378561,3,,,
378562,1,,,
378569,1,,,
378570,3,9.0,,
378572,1,,,
378573,1,,,
378574,1,,,
378579,1,,,
378581,2,,,
378583,3,3.0,,
378588,3,9.0,,
378589,1,,,
378590,3,1.0,,
378593,1,,,
378594,1,,,
378595,3,1.0,3.0,
378596,3,4.0,9.0,
378597,1,,,
378598,3,1.0,,
378602,1,,,
378604,2,,,
378607,1,,,
378609,1,,,
378610,1,,,
378611,1,,,
378612,1,,,
378614,3,1.0,,
378616,3,4.0,,
378617,2,,,
378620,1,,,
378625,1,,,
378626,3,1.0,,
378630,3,4.0,6.0,9.0
378634,1,,,
378635,1,,,
378636,3,4.0,,
378637,2,,,
378640,3,6.0,,
378641,1,,,
378643,3,6.0,,
378644,3,9.0,,
378650,3,1.0,,
378653,1,,,
378655,3,2.0,6.0,
378656,1,,,
378662,3,5.0,,
378663,5,,,
378665,3,4.0,1.0,
378667,1,,,
378669,3,1.0,,
378670,1,,,
378673,2,,,
378675,5,,,
378676,3,3.0,,
378677,3,4.0,,
378681,1,,,
378683,3,1.0,,
378684,1,,,
378686,3,1.0,,
378687,1,,,
378689,1,,,
378693,3,7.0,,
378695,3,6.0,1.0,
378696,3,3.0,,
378698,1,,,
378701,5,,,
378702,2,,,
378705,1,,,
378707,3,1.0,3.0,
378709,3,,,
378711,1,,,
378713,1,,,
378714,3,1.0,,
378716,2,,,
378717,1,,,
378718,3,4.0,,
378721,3,7.0,,
378723,2,,,
378724,3,,,
378725,1,,,
378726,1,,,
378727,3,3.0,,
378731,1,,,
378738,1,,,
378741,1,,,
378744,1,,,
378746,1,,,
378749,3,,,
378750,3,1.0,,
378751,1,,,
378752,2,,,
378753,1,,,
378754,1,,,
378757,1,,,
378758,1,,,
378759,2,,,
378762,1,,,
378763,1,,,
378767,1,,,
378768,3,1.0,,
378775,3,,,
378777,3,1.0,3.0,
378779,1,,,
378784,3,3.0,,
378787,3,1.0,,
378788,2,,,
378790,1,,,
378791,2,,,
378793,1,,,
378794,1,,,
378795,1,,,
378797,2,,,
378798,1,,,
378799,3,1.0,4.0,
378802,5,,,
378808,1,,,
378809,3,4.0,,
378812,1,,,
378815,3,,,
378816,1,,,
378817,3,4.0,,
378818,3,7.0,,
378820,1,,,
378821,3,4.0,9.0,
378823,3,3.0,,
378827,2,,,
378828,3,1.0,5.0,6.0
378832,1,,,
378835,1,,,
378836,5,,,
378840,5,,,
378842,3,,,
378843,1,,,
378846,3,9.0,1.0,5.0
378847,3,3.0,,
378851,3,,,
378852,3,1.0,,
378855,3,4.0,,
378860,3,1.0,5.0,
378861,3,,,
378866,1,,,
378867,3,3.0,,
378869,2,,,
378870,2,,,
378871,3,7.0,,
378876,3,,,
378877,3,,,
378879,3,1.0,5.0,
378880,1,,,
378884,1,,,
378886,3,6.0,,
378890,3,7.0,,
378892,1,,,
378893,1,,,
378894,3,1.0,,
378896,3,1.0,5.0,
378897,1,,,
378898,3,7.0,,
378899,1,,,
378904,1,,,
378906,3,1.0,,
378908,3,4.0,,
378910,3,3.0,,
378911,1,,,
378912,1,,,
378913,1,,,
378917,1,,,
378918,3,4.0,,
378919,5,,,
378920,3,4.0,,
378922,1,,,
378923,3,,,
378924,3,1.0,,
378926,3,4.0,,
378928,1,,,
378929,1,,,
378930,1,,,
378932,3,1.0,9.0,
378936,1,,,
378938,2,,,
378939,1,,,
378945,1,,,
378946,1,,,
378948,3,1.0,,
378951,5,,,
378952,1,,,
378957,1,,,
378960,1,,,
378962,3,2.0,,
378964,3,4.0,,
378965,2,,,
378967,1,,,
378969,1,,,
378970,3,3.0,,
378971,1,,,
378973,3,1.0,6.0,5.0
378974,3,7.0,,
378978,3,1.0,9.0,
378979,1,,,
378980,3,7.0,,
378985,1,,,
378986,3,1.0,9.0,
378988,5,,,
378989,3,6.0,,
378993,3,3.0,,
378995,1,,,
378997,1,,,
378998,5,,,
378999,2,,,
379000,1,,,
379002,3,1.0,5.0,
379003,3,3.0,,
379005,3,3.0,,
379006,3,4.0,1.0,
379007,3,1.0,,
379009,3,5.0,,
379010,1,,,
379011,1,,,
379012,2,,,
379014,1,,,
379016,1,,,
379017,1,,,
379019,3,1.0,3.0,
379020,3,1.0,3.0,
379021,3,3.0,,
379024,3,,,
379028,3,4.0,,
379030,1,,,
379032,1,,,
379035,1,,,
379037,1,,,
379040,1,,,
379041,3,7.0,,
379043,3,4.0,,
379047,5,,,
379051,3,,,
379054,3,1.0,,
379057,5,,,
379058,3,9.0,,
379059,5,,,
379060,3,,,
379061,1,,,
379062,2,,,
379063,1,,,
379066,1,,,
379070,1,,,
379071,5,,,
379073,1,,,
379074,1,,,
379076,1,,,
379077,1,,,
379078,3,3.0,1.0,
379079,3,1.0,,
379080,1,,,
379081,3,,,
379086,1,,,
379090,3,1.0,3.0,
379091,2,,,
379093,3,,,
379096,1,,,
379097,3,1.0,,
379101,2,,,
379103,1,,,
379104,3,1.0,9.0,
379105,1,,,
379108,3,4.0,,
379109,3,1.0,3.0,
379110,5,,,
379114,1,,,
379117,3,3.0,,
379119,1,,,
379120,3,5.0,,
379121,3,1.0,,
379122,1,,,
379124,3,3.0,,
379127,1,,,
379128,2,,,
379129,3,1.0,2.0,
379131,3,2.0,,
379132,3,5.0,,
379133,3,,,
379139,1,,,
379142,1,,,
379144,1,,,
379150,3,4.0,,
379152,1,,,
379159,2,,,
379160,3,,,
379162,1,,,
379163,2,,,
379165,1,,,
379167,3,1.0,2.0,3.0
379169,1,,,
379172,1,,,
379175,1,,,
379177,3,,,
379181,1,,,
379182,1,,,
379183,5,,,
379184,1,,,
379185,1,,,
379186,5,,,
379187,3,,,
379188,3,1.0,6.0,
379191,5,,,
379192,1,,,
379194,1,,,
379195,1,,,
379196,5,,,
379197,3,,,
379198,2,,,
379201,3,,,
379202,1,,,
379203,1,,,
379206,1,,,
379207,2,,,
379208,3,3.0,,
379212,1,,,
379214,3,4.0,,
379216,1,,,
379222,2,,,
379223,3,5.0,,
379224,3,,,
379229,3,1.0,,
379230,3,4.0,9.0,
379231,1,,,
379232,1,,,
379234,3,1.0,4.0,
379236,1,,,
379238,3,4.0,,
379239,3,3.0,,
379241,1,,,
379242,3,,,
379245,1,,,
379248,1,,,
379249,2,,,
379251,1,,,
379252,3,4.0,,
379253,5,,,
379255,1,,,
379256,3,4.0,,
379259,5,,,
379262,3,3.0,,
379266,3,1.0,3.0,9.0
379268,1,,,
379270,1,,,
379275,1,,,
379276,1,,,
379277,2,,,
379281,1,,,
379283,3,,,
379287,3,7.0,,
379294,3,,,
379296,3,3.0,4.0,
379298,1,,,
379300,3,,,
379301,1,,,
379304,1,,,
379305,3,,,
379307,1,,,
379310,1,,,
379318,1,,,
379319,3,6.0,,
379320,2,,,
379321,3,1.0,,
379322,2,,,
379328,3,2.0,,
379329,1,,,
379330,1,,,
379332,5,,,
379334,3,1.0,,
379336,5,,,
379337,1,,,
379340,3,,,
379342,3,,,
379344,1,,,
379345,3,3.0,,
379346,1,,,
379350,1,,,
379351,3,1.0,,
379355,3,1.0,,
379356,3,,,
379359,1,,,
379360,3,5.0,,
379361,1,,,
379362,3,1.0,,
379363,3,,,
379365,3,7.0,,
379367,1,,,
379368,1,,,
379370,1,,,
379371,1,,,
379372,1,,,
379374,3,1.0,,
379376,3,3.0,,
379378,5,,,
379379,1,,,
379380,2,,,
379381,3,1.0,,
379384,1,,,
379386,1,,,
379387,3,7.0,,
379389,1,,,
379390,3,,,
379391,3,,,
379392,1,,,
379396,1,,,
379397,5,,,
379398,2,,,
379399,3,1.0,,
379401,3,4.0,,
379403,1,,,
379406,1,,,
379408,3,,,
379410,1,,,
379411,1,,,
379413,1,,,
379415,3,4.0,,
379417,1,,,
379418,3,1.0,7.0,
379420,1,,,
379421,1,,,
379422,1,,,
379425,1,,,
379426,3,1.0,,
379428,3,1.0,,
379429,1,,,
379430,1,,,
379433,1,,,
379434,5,,,
379435,3,,,
379437,3,3.0,,
379438,3,3.0,,
379440,3,,,
379442,2,,,
379443,1,,,
379446,1,,,
379447,1,,,
379448,1,,,
379450,3,9.0,1.0,
379451,1,,,
379452,1,,,
379453,3,3.0,1.0,
379455,3,4.0,,
379456,3,3.0,,
379458,3,4.0,,
379459,1,,,
379462,1,,,
379464,3,3.0,,
379466,1,,,
379467,3,5.0,6.0,9.0
379468,3,,,
379472,3,7.0,,
379473,3,7.0,,
379476,1,,,
379478,3,3.0,,
379480,3,1.0,,
379481,1,,,
379482,1,,,
379483,1,,,
379489,5,,,
379493,5,,,
379494,1,,,
379495,3,,,
379497,3,5.0,,
379499,3,1.0,,
379502,3,3.0,,
379504,1,,,
379505,3,1.0,,
379510,3,1.0,,
379511,3,1.0,5.0,
379512,3,1.0,,
379513,3,1.0,,
379515,3,4.0,9.0,
379516,1,,,
379518,3,3.0,,
379521,3,,,
379523,1,,,
379526,3,1.0,4.0,5.0
379528,3,3.0,,
379529,3,1.0,5.0,
379530,1,,,
379531,3,6.0,1.0,5.0
379532,2,,,
379534,3,3.0,9.0,
379535,1,,,
379536,3,9.0,,
379537,3,,,
379542,3,3.0,,
379548,2,,,
379549,3,,,
379555,1,,,
379557,2,,,
379559,3,1.0,,
379561,3,3.0,,
379562,5,,,
379563,3,,,
379565,1,,,
379566,5,,,
379567,3,1.0,,
379568,1,,,
379572,1,,,
379574,1,,,
379576,2,,,
379582,1,,,
379583,1,,,
379584,5,,,
379586,3,1.0,,
379589,3,5.0,,
379590,1,,,
379592,1,,,
379594,1,,,
379596,1,,,
379597,1,,,
379599,3,3.0,9.0,6.0
379600,3,,,
379602,3,9.0,,
379604,1,,,
379606,1,,,
379612,3,4.0,,
379615,1,,,
379617,2,,,
379619,1,,,
379620,3,3.0,4.0,5.0
379622,5,,,
379623,1,,,
379624,2,,,
379626,2,,,
379627,1,,,
379628,1,,,
379630,3,4.0,,
379631,3,1.0,3.0,9.0
379637,1,,,
379644,3,7.0,,
379646,2,,,
379648,2,,,
379651,1,,,
379652,1,,,
379653,1,,,
379654,5,,,
379657,3,5.0,,
379659,5,,,
379660,1,,,
379661,3,4.0,,
379665,1,,,
379667,1,,,
379668,3,6.0,5.0,
379669,3,4.0,3.0,
379671,1,,,
379674,3,1.0,,
379676,3,9.0,,
379678,1,,,
379679,1,,,
379682,3,7.0,,
379685,3,1.0,,
379686,1,,,
379691,1,,,
379693,2,,,
379694,3,,,
379697,3,,,
379698,1,,,
379699,3,,,
379701,3,3.0,,
379705,2,,,
379708,1,,,
379712,1,,,
379713,1,,,
379714,1,,,
379716,1,,,
379720,5,,,
379721,2,,,
379723,3,3.0,,
379724,3,7.0,,
379731,3,4.0,5.0,
379735,3,1.0,6.0,5.0
379736,1,,,
379737,3,1.0,,
379740,3,7.0,,
379741,1,,,
379743,3,1.0,,
379746,3,9.0,4.0,
379747,1,,,
379748,5,,,
379751,1,,,
379752,1,,,
379753,3,,,
379756,1,,,
379763,3,1.0,,
379764,2,,,
379766,3,,,
379770,1,,,
379771,3,5.0,,
379772,1,,,
379773,3,7.0,,
379775,3,3.0,,
379776,1,,,
379779,1,,,
379781,1,,,
379782,3,4.0,9.0,
379783,3,,,
379787,1,,,
379788,3,,,
379789,3,7.0,,
379791,1,,,
379792,1,,,
379799,3,3.0,,
379800,1,,,
379804,1,,,
379805,1,,,
379806,1,,,
379807,1,,,
379808,1,,,
379810,3,1.0,,
379811,1,,,
379814,3,,,
379815,5,,,
379816,3,1.0,,
379818,3,6.0,,
379819,5,,,
379822,1,,,
379823,1,,,
379824,3,4.0,6.0,1.0
379827,5,,,
379828,3,3.0,,
379831,3,,,
379836,5,,,
379838,3,1.0,,
379839,3,,,
379840,1,,,
379841,5,,,
379842,3,1.0,,
379844,1,,,
379849,1,,,
379851,1,,,
379852,3,7.0,,
379857,1,,,
379860,3,1.0,,
379862,3,4.0,,
379865,3,4.0,,
379867,3,2.0,1.0,6.0
379868,3,1.0,,
379869,3,1.0,,
379870,5,,,
379871,1,,,
379873,3,,,
379875,3,4.0,,
379878,1,,,
379880,3,4.0,5.0,
379882,3,,,
379884,3,1.0,4.0,
379887,1,,,
379888,3,3.0,,
379889,1,,,
379890,3,,,
379891,2,,,
379895,1,,,
379900,1,,,
379901,2,,,
379902,3,4.0,5.0,
379903,3,7.0,,
379905,1,,,
379906,3,3.0,,
379907,5,,,
379915,1,,,
379917,5,,,
379920,1,,,
379921,3,,,
379922,3,4.0,,
379924,1,,,
379925,1,,,
379926,3,3.0,,
379928,3,1.0,,
379933,1,,,
379936,3,7.0,,
379939,3,,,
379945,1,,,
379947,2,,,
379950,1,,,
379953,1,,,
379958,3,3.0,,
379959,3,,,
379961,5,,,
379962,1,,,
379963,2,,,
379964,2,,,
379967,5,,,
379970,1,,,
379972,3,3.0,,
379976,3,,,
379978,3,3.0,,
379982,3,7.0,,
379983,1,,,
379984,3,,,
379986,3,,,
379988,5,,,
379989,1,,,
379991,2,,,
379992,2,,,
379994,1,,,
379995,3,7.0,,
379996,1,,,
379999,1,,,
380001,1,,,
380002,3,,,
380003,1,,,
380004,3,,,
380006,1,,,
380007,1,,,
380008,1,,,
380009,1,,,
380010,3,,,
380013,1,,,
380015,1,,,
380016,1,,,
380017,1,,,
380020,5,,,
380022,1,,,
380023,1,,,
380024,3,3.0,,
380026,1,,,
380028,1,,,
380029,3,,,
380030,1,,,
380031,3,6.0,,
380034,3,9.0,,
380035,3,4.0,,
380038,3,7.0,,
380039,1,,,
380040,3,,,
380041,3,1.0,3.0,
380042,3,9.0,,
380043,1,,,
380044,1,,,
380045,3,1.0,2.0,
380046,1,,,
380047,1,,,
380049,3,3.0,6.0,9.0
380050,1,,,
380051,3,3.0,,
380053,3,,,
380054,1,,,
380055,1,,,
380056,1,,,
380057,2,,,
380058,1,,,
380060,1,,,
380061,5,,,
380062,1,,,
380063,5,,,
380064,1,,,
380067,3,7.0,,
380073,3,1.0,,
380074,3,1.0,,
380076,1,,,
380078,3,7.0,,
380079,1,,,
380080,3,7.0,,
380081,3,1.0,,
380082,3,,,
380083,5,,,
380084,3,4.0,9.0,
380085,3,,,
380087,1,,,
380088,2,,,
380092,3,,,
380094,1,,,
380096,5,,,
380098,1,,,
380099,1,,,
380100,3,4.0,,
380102,3,,,
380104,1,,,
380105,3,4.0,,
380106,1,,,
380108,3,6.0,1.0,
380109,1,,,
380111,5,,,
380117,1,,,
380119,3,5.0,,
380120,3,7.0,,
380122,3,9.0,,
380123,3,1.0,,
380125,3,,,
380129,5,,,
380131,2,,,
380132,3,1.0,,
380133,1,,,
380134,1,,,
380135,1,,,
380136,3,9.0,,
380137,3,1.0,,
380138,3,,,
380140,3,3.0,1.0,
380141,1,,,
380143,3,,,
380147,2,,,
380149,3,7.0,,
380150,3,1.0,,
380151,3,5.0,,
380152,3,4.0,,
380153,1,,,
380157,1,,,
380161,2,,,
380162,2,,,
380163,1,,,
380164,1,,,
380165,3,,,
380166,1,,,
380169,2,,,
380173,3,4.0,,
380174,2,,,
380176,2,,,
380178,1,,,
380179,3,3.0,,
380182,3,3.0,,
380186,3,4.0,9.0,
380188,3,3.0,,
380189,1,,,
380190,3,9.0,3.0,
380191,3,,,
380192,1,,,
380193,3,1.0,3.0,
380196,1,,,
380199,3,5.0,,
380200,5,,,
380201,1,,,
380202,1,,,
380203,1,,,
380204,1,,,
380205,3,1.0,,
380206,1,,,
380207,3,9.0,1.0,
380208,3,1.0,,
380210,2,,,
380211,3,1.0,,
380212,3,,,
380213,5,,,
380215,3,,,
380217,3,4.0,,
380218,3,,,
380219,1,,,
380220,1,,,
380221,3,7.0,,
380223,3,5.0,,
380224,3,7.0,,
380226,1,,,
380228,5,,,
380231,1,,,
380232,1,,,
380233,1,,,
380235,3,5.0,6.0,
380236,1,,,
380238,5,,,
380242,3,1.0,,
380243,1,,,
380244,2,,,
380247,5,,,
380248,3,,,
380251,1,,,
380253,3,3.0,,
380255,1,,,
380256,1,,,
380261,3,,,
380263,3,,,
380264,3,9.0,,
380271,3,3.0,,
380276,1,,,
380277,3,5.0,9.0,
380279,1,,,
380281,1,,,
380282,3,,,
380283,1,,,
380286,1,,,
380287,1,,,
380288,3,4.0,,
380289,3,3.0,1.0,
380291,2,,,
380296,1,,,
380297,1,,,
380300,1,,,
380302,3,,,
380303,3,7.0,,
380304,3,1.0,,
380306,3,4.0,,
380309,1,,,
380314,3,4.0,1.0,3.0
380316,3,,,
380319,3,4.0,,
380320,1,,,
380328,3,1.0,6.0,9.0
380329,2,,,
380330,1,,,
380332,1,,,
380333,3,1.0,,
380335,1,,,
380347,5,,,
380348,3,1.0,4.0,3.0
380359,1,,,
380360,1,,,
380364,3,4.0,,
380365,1,,,
380368,3,4.0,,
380372,1,,,
380373,1,,,
380377,3,1.0,,
380378,3,,,
380379,3,,,
380381,3,1.0,,
380383,2,,,
380385,3,4.0,,
380390,1,,,
380392,1,,,
380393,3,1.0,3.0,
380401,1,,,
380402,3,3.0,6.0,
380403,3,1.0,5.0,9.0
380405,1,,,
380406,1,,,
380409,3,5.0,,
380410,5,,,
380411,1,,,
380414,3,7.0,,
380420,3,1.0,,
380421,1,,,
380424,1,,,
380426,3,4.0,,
380427,3,1.0,,
380429,1,,,
380431,1,,,
380432,1,,,
380433,3,3.0,,
380436,3,3.0,8.0,
380437,1,,,
380439,2,,,
380444,1,,,
380451,3,,,
380452,2,,,
380456,3,5.0,,
380457,3,4.0,,
380458,3,1.0,,
380461,3,3.0,,
380462,3,5.0,,
380472,1,,,
380478,2,,,
380480,5,,,
380481,3,3.0,,
380483,1,,,
380484,3,1.0,3.0,
380485,3,,,
380486,2,,,
380489,1,,,
380492,3,1.0,4.0,
380495,1,,,
380497,3,3.0,1.0,
380499,3,4.0,9.0,
380500,1,,,
380501,3,7.0,,
380507,1,,,
380509,1,,,
380510,3,1.0,,
380512,3,3.0,,
380513,1,,,
380514,2,,,
380515,1,,,
380518,1,,,
380519,1,,,
380522,3,1.0,3.0,
380523,1,,,
380526,2,,,
380531,5,,,
380533,5,,,
380535,1,,,
380538,3,9.0,3.0,
380539,1,,,
380541,3,1.0,3.0,
380542,3,1.0,,
380546,1,,,
380547,1,,,
380552,1,,,
380554,5,,,
380555,5,,,
380560,3,,,
380561,1,,,
380562,1,,,
380564,1,,,
380565,1,,,
380566,2,,,
380568,1,,,
380571,1,,,
380572,3,,,
380574,1,,,
380579,3,3.0,,
380580,3,1.0,,
380581,3,,,
380583,3,4.0,,
380586,2,,,
380588,1,,,
380590,3,9.0,,
380591,3,3.0,,
380597,1,,,
380599,1,,,
380602,3,9.0,,
380603,1,,,
380604,3,,,
380605,3,1.0,6.0,
380606,2,,,
380608,3,3.0,,
380609,3,3.0,,
380611,1,,,
380612,2,,,
380613,1,,,
380614,3,1.0,,
380615,1,,,
380617,1,,,
380619,3,3.0,,
380620,1,,,
380621,3,5.0,,
380623,2,,,
380624,3,6.0,,
380625,3,,,
380627,1,,,
380628,1,,,
380629,1,,,
380630,3,4.0,,
380631,1,,,
380632,1,,,
380633,1,,,
380635,1,,,
380636,3,5.0,,
380638,3,4.0,,
380639,1,,,
380640,1,,,
380641,1,,,
380643,2,,,
380645,1,,,
380646,3,7.0,,
380647,3,,,
380650,1,,,
380651,3,1.0,9.0,
380652,3,1.0,2.0,9.0
380653,1,,,
380654,3,1.0,5.0,
380655,1,,,
380662,3,4.0,,
380665,1,,,
380666,2,,,
380667,1,,,
380671,1,,,
380672,1,,,
380673,1,,,
380674,1,,,
380675,3,7.0,,
380677,3,7.0,,
380678,1,,,
380682,1,,,
380683,3,4.0,,
380684,2,,,
380686,3,,,
380687,1,,,
380689,3,6.0,,
380690,3,7.0,,
380692,1,,,
380693,1,,,
380695,1,,,
380697,3,4.0,,
380699,1,,,
380700,2,,,
380701,1,,,
380704,1,,,
380706,1,,,
380707,1,,,
380710,1,,,
380714,1,,,
380715,3,4.0,,
380716,2,,,
380717,1,,,
380722,1,,,
380723,3,6.0,,
380726,3,4.0,,
380727,1,,,
380728,1,,,
380729,1,,,
380730,1,,,
380732,1,,,
380733,1,,,
380734,1,,,
380735,3,9.0,,
380737,2,,,
380738,2,,,
380740,3,3.0,,
380741,3,,,
380743,5,,,
380744,1,,,
380750,5,,,
380751,1,,,
380755,1,,,
380756,1,,,
380757,3,3.0,9.0,
380758,1,,,
380765,1,,,
380766,3,4.0,,
380770,1,,,
380774,3,3.0,,
380775,3,,,
380777,2,,,
380778,3,1.0,,
380779,1,,,
380781,3,7.0,,
380782,3,9.0,,
380784,3,,,
380789,1,,,
380793,1,,,
380795,1,,,
380796,1,,,
380797,1,,,
380799,1,,,
380800,1,,,
380801,2,,,
380803,3,,,
380804,3,,,
380805,3,3.0,1.0,
380807,3,9.0,3.0,
380809,5,,,
380810,5,,,
380812,1,,,
380813,1,,,
380815,3,4.0,,
380818,1,,,
380819,5,,,
380820,1,,,
380821,3,5.0,,
380822,3,1.0,5.0,6.0
380823,1,,,
380826,5,,,
380828,3,7.0,,
380831,5,,,
380833,1,,,
380834,3,1.0,,
380837,1,,,
380838,3,1.0,,
380840,3,5.0,6.0,
380842,1,,,
380843,3,4.0,,
380844,1,,,
380846,3,,,
380852,2,,,
380853,1,,,
380856,3,3.0,,
380857,3,3.0,,
380858,5,,,
380859,3,4.0,,
380861,1,,,
380863,3,4.0,5.0,
380866,2,,,
380867,3,1.0,,
380871,3,3.0,,
380873,3,6.0,2.0,
380874,3,3.0,,
380876,1,,,
380877,3,9.0,,
380878,1,,,
380880,3,,,
380883,1,,,
380885,1,,,
380892,1,,,
380896,1,,,
380898,1,,,
380899,1,,,
380901,3,,,
380907,2,,,
380908,3,9.0,,
380909,1,,,
380911,3,,,
380912,1,,,
380916,1,,,
380917,1,,,
380920,1,,,
380922,5,,,
380923,3,9.0,,
380924,1,,,
380925,1,,,
380926,3,,,
380928,1,,,
380929,3,3.0,,
380932,5,,,
380937,3,1.0,,
380938,1,,,
380939,1,,,
380940,1,,,
380941,1,,,
380943,1,,,
380944,1,,,
380945,1,,,
380946,1,,,
380949,3,1.0,,
380951,2,,,
380952,1,,,
380953,3,,,
380954,3,,,
380956,5,,,
380957,1,,,
380958,1,,,
380959,3,1.0,,
380961,1,,,
380963,2,,,
380966,3,9.0,5.0,
380967,3,1.0,5.0,
380968,1,,,
380969,1,,,
380973,2,,,
380978,2,,,
380979,1,,,
380983,1,,,
380984,1,,,
380987,3,1.0,,
380990,3,,,
380993,1,,,
380994,3,4.0,,
380995,5,,,
380997,2,,,
380998,5,,,
381001,3,7.0,,
381007,1,,,
381008,1,,,
381011,5,,,
381017,1,,,
381018,3,4.0,,
381019,1,,,
381020,1,,,
381022,1,,,
381024,1,,,
381025,1,,,
381027,3,1.0,,
381028,3,,,
381029,1,,,
381030,3,3.0,,
381032,1,,,
381034,1,,,
381035,1,,,
381036,1,,,
381037,1,,,
381038,3,4.0,,
381039,2,,,
381043,5,,,
381045,5,,,
381047,3,9.0,,
381049,3,7.0,,
381051,1,,,
381052,5,,,
381053,3,7.0,,
381055,1,,,
381057,3,,,
381058,1,,,
381061,3,4.0,9.0,
381063,1,,,
381064,1,,,
381065,1,,,
381067,1,,,
381068,1,,,
381070,1,,,
381075,3,,,
381077,3,,,
381078,5,,,
381082,3,5.0,,
381085,1,,,
381086,3,,,
381087,2,,,
381088,5,,,
381089,3,,,
381090,1,,,
381094,3,1.0,,
381097,3,1.0,5.0,
381099,3,4.0,9.0,
381100,3,1.0,,
381103,3,1.0,,
381105,1,,,
381108,5,,,
381112,1,,,
381116,1,,,
381117,3,1.0,,
381119,1,,,
381125,3,4.0,,
381133,1,,,
381134,5,,,
381135,1,,,
381136,1,,,
381138,3,1.0,,
381140,5,,,
381143,1,,,
381145,3,1.0,,
381149,5,,,
381150,1,,,
381151,1,,,
381152,1,,,
381153,3,,,
381154,5,,,
381155,3,7.0,,
381159,5,,,
381161,3,3.0,,
381162,1,,,
381163,1,,,
381164,2,,,
381166,5,,,
381167,1,,,
381168,3,,,
381169,3,1.0,,
381170,1,,,
381171,3,,,
